ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q1,Q2,Q3,SC0,SC1,SC2
319,,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly Agree,Agree Somewhat,Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Don't Agree or Disagree,Agree,Agree,Strongly Agree,Don't Agree or Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree Somewhat,Agree,Somewhat Disagree,Strongly Agree,Agree,Disagree,Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Mostly agree,Mostly agree,Mostly agree,55,146,74
320,18-33,Female,,Other white ethnic group,PhD or other professional qualification,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Don't Agree or Disagree,Agree,Disagree,Don't Agree or Disagree,Agree Somewhat,Agree,Agree Somewhat,Agree Somewhat,Agree,Agree,Somewhat Disagree,Agree,Agree,Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Disagree,Agree,Strongly Disagree,Agree Somewhat,Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Disagree,Disagree,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Disagree,Disagree,Disagree,46,128,88
321,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Agree Somewhat,Strongly Disagree,Strongly Agree,Agree Somewhat,Somewhat Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Strongly Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Disagree,Agree,Agree,35,133,113
322,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Don't Agree or Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Don't Agree or Disagree,Disagree,Agree Somewhat,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Agree,Disagree,Strongly disagree,56,118,129
323,18-33,Male,Male,Other British,Undergraduate Degree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly Agree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree,Strongly Agree,Agree,Agree,Agree Somewhat,Strongly Agree,Strongly Disagree,Agree,Agree Somewhat,Agree Somewhat,Agree,Strongly Disagree,Strongly Agree,Agree Somewhat,Disagree,Agree,,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Agree,Strongly Agree,Agree,Agree Somewhat,Somewhat Disagree,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Mostly disagree,Mostly disagree,Mostly disagree,48,149,131
325,,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree Somewhat,Agree,Somewhat Disagree,Agree,Agree,Agree,Strongly Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Disagree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Disagree,Agree,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Mostly agree,Mostly agree,Agree,45,153,83
326,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat Disagree,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree,Somewhat Disagree,Disagree,Don't Agree or Disagree,Agree,Agree,Somewhat Disagree,Don't Agree or Disagree,Strongly Agree,Somewhat Disagree,Don't Agree or Disagree,Strongly Agree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Disagree,Disagree,Disagree,49,145,99
327,18-33,Female,Female,Other British,"Postgraduate Qualification, Masters",Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Agree,Don't Agree or Disagree,Disagree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Strongly Disagree,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Disagree,Somewhat Disagree,Agree Somewhat,Agree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Disagree,Disagree,Disagree,35,139,64
328,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Agree,Disagree,Agree,Strongly Agree,Don't Agree or Disagree,Agree,Strongly Agree,Agree,Somewhat Disagree,Strongly Agree,Agree,Agree,Somewhat Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Strongly Agree,Disagree,Agree,Somewhat Disagree,Strongly Agree,Agree Somewhat,Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree,Agree,Disagree,Somewhat Disagree,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Agree,Agree,Agree,58,151,93
329,18-33,Female,Female,Other British,Undergraduate Degree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Don't Agree or Disagree,Agree Somewhat,Agree,Agree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree,Disagree,Don't Agree or Disagree,Somewhat Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Agree,Agree Somewhat,Agree,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Mostly agree,Mostly disagree,Mostly agree,50,143,86
330,18-33,Female,Female,Scottish,Undergraduate Degree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree Somewhat,Agree Somewhat,Agree,Disagree,Agree,Agree Somewhat,Strongly Agree,Agree Somewhat,Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Strongly Agree,Disagree,Agree,Somewhat Disagree,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree,Agree Somewhat,Somewhat Disagree,Extremely uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Extremely characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Mostly agree,Disagree,Disagree,45,130,105
