ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
336,,Female,Female,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Agree,Undecided,Agree,Agree,Agree,Agree,Disagree,Undecided,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Undecided,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,Maybe,,Vegetarian,6 months or more,Maybe,Vegetarian Diet,,Agree,Disagree,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Disagree,Agree,84,17,25
337,18-33,Male,Male,Irish,"Postgraduate Qualification, Masters",Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree completely,Agree completely,Agree completely,Disagree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,Other (please specify),longer,Yes,,Yes,,Vegan,1-2 months,Yes,I have never been on a diet,,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Agree,Disagree,Strongly Agree,Disagree,Agree,Agree,Not Sure,Agree,Agree,Agree,Strongly Agree,89,19,29
338,33-48,Female,,Other white ethnic group,"Postgraduate Qualification, Masters",Undecided,Undecided,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Undecided,Disagree,Disagree,Disagree,Agree,Undecided,Undecided,Undecided,Agree,Agree,Agree,Agree,Agree completely,Disagree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegan,2-4 weeks,Maybe,I have never been on a diet,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Not Sure,84,18,27
340,,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,No,,Maybe,,Vegan,Less than 1 week,No,Vegan Diet,,Agree,Disagree,Disagree,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Not Sure,Agree,Agree,Disagree,Not Sure,Agree,Agree,Not Sure,Agree,Disagree,Disagree,77,15,26
341,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Agree,Disagree,Strongly Agree,Agree,Agree,Undecided,Undecided,Undecided,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Agree completely,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,No,,Vegan,2-4 weeks,Yes,I have never been on a diet,,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Agree,Not Sure,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,92,18,29
342,18-33,Female,Non-binary / third gender,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Agree,Agree,Disagree,Agree,Agree,Disagree,Undecided,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Undecided,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree completely,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,No,,No,,Vegetarian with fish products,2-4 weeks,No,I have never been on a diet,,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Disagree,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,74,13,21
343,18-33,Female,Female,,,Strongly Agree,Disagree,Undecided,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Undecided,Undecided,Undecided,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,No,,No,,Vegan,Less than 1 week,Yes,I have never been on a diet,,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Not Sure,Strongly Disagree,Not Sure,Strongly Disagree,Strongly Disagree,Not Sure,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,95,14,22
344,18-33,Male,,Other white ethnic group,Undergraduate Degree,Strongly Agree,Undecided,Undecided,Undecided,Strongly Agree,Strongly Disagree,Undecided,Agree,Strongly Disagree,Undecided,Agree,Strongly Disagree,Strongly Disagree,Undecided,Undecided,Undecided,Agree,Disagree,Undecided,Strongly Agree,Agree completely,Neither agree nor disagree,Agree completely,Agree,Neither agree nor disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Yes,,Vegan,3-5 months,Yes,Vegetarian Diet,,Strongly Agree,Agree,Disagree,Agree,Agree,Not Sure,Not Sure,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Not Sure,Strongly Agree,Not Sure,Agree,92,20,26
345,49-64,Female,Female,Other British,Undergraduate Degree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Undecided,Undecided,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree completely,Disagree,Disagree completely,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Plant-Based Diet,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Not Sure,Strongly Disagree,Strongly Agree,103,16,25
346,18-33,Male,Male,Other (not listed),Undergraduate Degree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Undecided,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree completely,Agree completely,Disagree completely,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat red/white meat, fish, dairy, and eggs",Meat is limited or excluded,30 minutes,,Maybe,,Yes,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Not Sure,Strongly Agree,Disagree,Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Disagree,Strongly Agree,Disagree,Disagree,Not Sure,Disagree,Disagree,Disagree,97,19,22
347,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Undecided,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree completely,Disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,50 minutes,,No,,No,,Vegetarian with fish products,2-4 weeks,No,I have never been on a diet,,Agree,Agree,Disagree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Not Sure,Agree,Disagree,Disagree,Disagree,Not Sure,Agree,Disagree,Not Sure,Disagree,Agree,Disagree,80,17,25
348,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Strongly Agree,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Agree,Agree,Disagree,Disagree,Undecided,Agree,Agree completely,Disagree,Disagree,Neither agree nor disagree,Disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,Other (please specify),it depends,No,,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Agree,Not Sure,Strongly Agree,Strongly Agree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,71,14,25
349,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Agree,Undecided,Strongly Agree,Strongly Disagree,Undecided,Agree,Strongly Agree,Undecided,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Undecided,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,No,,Vegetarian,1-2 months,Yes,I have never been on a diet,,Disagree,Agree,Disagree,Agree,Agree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,83,12,25
350,,,,,,Agree,Disagree,Undecided,Agree,Disagree,Undecided,Undecided,Agree,Agree,Agree,Undecided,Undecided,Agree,Undecided,Agree,Agree,Undecided,Undecided,Disagree,Undecided,Agree,Disagree,Disagree,Neither agree nor disagree,Disagree,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegetarian with fish products,2-4 weeks,Maybe,Mediterranean Diet,,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Disagree,Agree,Not Sure,Disagree,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,72,13,20
351,18-33,Female,Female,"Indian, Indian Scottish or Indian British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Agree,Agree,Undecided,Undecided,Undecided,Undecided,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Undecided,Disagree,Agree,Strongly Agree,Agree completely,Disagree,Disagree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Maybe,,Vegan,2-4 weeks,Yes,Vegetarian Diet,,Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,88,15,24
352,18-33,Female,Female,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Agree,Disagree,Undecided,Agree,Strongly Agree,Disagree,Agree,Undecided,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Undecided,Disagree,Undecided,Undecided,Disagree,Agree,Undecided,Agree,Agree completely,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Other (please specify),Depends on their specific needs and financial ability and literacy ,Yes,,Vegan,1-2 months,Yes,Mediterranean Diet,,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Not Sure,Agree,Not Sure,Agree,Agree,Strongly Agree,Strongly Agree,88,18,29
353,18-33,Male,Male,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Disagree,Disagree,Undecided,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Undecided,Agree completely,Disagree completely,Disagree,Agree completely,Agree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Disagree,Strongly Disagree,61,17,25
354,18-33,Female,Female,Scottish,"Postgraduate Qualification, Masters",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Undecided,Disagree,Agree,Undecided,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Undecided,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree completely,Agree completely,Neither agree nor disagree,Disagree completely,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,No,,Vegetarian,1-2 months,Yes,I have never been on a diet,,Disagree,Disagree,Agree,Agree,Not Sure,Disagree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,105,19,23
355,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Undecided,Undecided,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Yes,,Vegetarian,2-4 weeks,Yes,Vegetarian Diet,,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Agree,Not Sure,Disagree,Not Sure,Not Sure,Strongly Disagree,Not Sure,Not Sure,Disagree,Disagree,96,12,25
358,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegan Diet,,Strongly Disagree,Not Sure,Not Sure,Strongly Agree,Agree,Strongly Agree,Not Sure,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,117,18,26
359,18-33,Female,Female,"Arab, Arab Scottish or Arab British",Undergraduate Degree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Undecided,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree completely,Agree completely,Disagree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Disagree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Not Sure,Strongly Agree,Strongly Disagree,Agree,Agree,Not Sure,Agree,Not Sure,Strongly Disagree,Strongly Agree,112,19,26
360,18-33,Female,Female,Other white ethnic group,Undergraduate Degree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Undecided,Strongly Agree,Disagree,Disagree,Disagree,Undecided,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Yes,,Yes,,Vegetarian with fish products,6 months or more,Yes,Mediterranean Diet,,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Agree,93,16,25
